Id,Date,CDs,Price
1181,1998-02-08,2,50.48
1181,1998-03-07,5,65.45
1181,1998-03-09,1,9.49
1181,1998-03-19,1,16.99
1181,1998-03-31,4,37.96
1181,1998-04-15,2,30.98
1181,1998-05-14,3,46.47
1181,1998-06-04,1,9.49
1181,1998-06-14,5,61.45
1182,1997-02-13,2,22.76
1183,1997-02-14,6,69.94
1183,1997-05-21,1,17.9
1183,1997-07-02,3,41.69
1183,1997-07-08,2,32.72
1183,1997-11-02,2,26.98
1183,1997-12-02,1,16.49
1183,1998-06-14,3,38.24
1184,1997-02-14,5,48.31
1184,1997-04-03,1,12.77
1184,1997-04-10,3,31.05
1184,1997-05-22,2,29.92
1184,1997-07-09,1,4.79
1184,1997-10-17,1,9.99
1184,1997-12-14,3,34.47
1184,1998-02-10,2,21.48
1185,1997-02-14,2,26.73
1185,1997-09-13,3,38.97
1186,1997-02-14,1,14.37
1187,1997-02-14,1,14.37
1187,1997-09-14,3,42.97
1187,1997-09-30,3,41.97
1187,1997-10-18,1,13.99
1187,1997-10-26,1,22.49
1187,1997-11-30,1,15.49
1187,1998-01-18,3,40.56
1187,1998-05-12,1,15.49
1187,1998-05-16,2,42.98
1188,1997-02-14,2,42.36
1188,1997-03-11,1,15.36
1188,1997-12-15,1,18.49
1189,1997-02-14,1,14.37
1189,1997-08-02,2,28.93
1189,1997-09-24,2,25.98
1189,1998-01-02,2,25.98
1189,1998-06-04,4,51.03
119,1997-01-06,1,9.98
1190,1997-02-14,5,62.87
1190,1997-02-20,2,21.74
1191,1997-02-14,2,21.95
1192,1997-02-14,1,15.36
1193,1997-02-14,1,63.37
1193,1997-02-15,4,49.28
1193,1997-02-22,1,24.37
1194,1997-02-14,1,11.77
1194,1997-02-25,1,11.77
1194,1997-12-21,1,15.49
1194,1998-06-09,2,20.98
1195,1997-02-14,1,0
1196,1997-02-14,1,15.96
1197,1997-02-14,2,41.54
1198,1997-02-14,2,24.74
1198,1997-02-18,2,24.74
1199,1997-02-14,5,58.24
1199,1997-02-24,3,44.93
1199,1997-03-21,1,14.99
1199,1997-03-31,2,23.14
1199,1997-04-20,1,12.7
1199,1997-04-24,1,19.99
1199,1997-05-07,3,51.89
1199,1997-05-30,1,14.99
1199,1997-10-07,1,13.99
12,1997-01-01,1,13.97
120,1997-01-06,1,19.77
1200,1997-02-14,2,25.94
1201,1997-02-14,1,9.98
1201,1997-03-18,4,35.51
1201,1997-03-27,4,43.92
1201,1997-05-20,6,62.26
1201,1997-06-27,3,29.94
1201,1997-07-24,4,42.7
1201,1997-08-20,4,32.69
1201,1997-10-01,5,47.95
1201,1997-12-02,1,9.99
1201,1997-12-09,3,25.97
1201,1998-01-19,4,47.96
1201,1998-01-20,2,25.48
1201,1998-02-26,5,60.34
1201,1998-03-18,3,33.54
1201,1998-03-19,1,13.99
1201,1998-05-20,3,39.25
1201,1998-06-10,4,47.35
1202,1997-02-14,1,14.99
1203,1997-02-14,2,28.27
1203,1997-02-22,1,15.96
1203,1997-04-26,3,44.43
1203,1997-06-01,2,29.33
1203,1997-06-08,3,42.69
1203,1997-08-21,4,42.11
1203,1997-09-09,3,39.47
1203,1997-10-07,2,27.98
1203,1997-10-10,1,28.49
1203,1997-10-16,3,44.47
1203,1997-10-23,3,45.47
1203,1997-10-27,3,41.47
1203,1997-10-31,3,40.97
1203,1997-11-10,2,30.48
1203,1997-11-17,3,38.47
1203,1997-11-18,1,11.49
1203,1997-11-27,5,65.95
1203,1997-12-07,4,64.46
1203,1997-12-10,2,25.98
1203,1998-01-01,3,30.47
1203,1998-01-04,3,41.97
1203,1998-01-11,3,32.97
1203,1998-01-17,3,41.47
1203,1998-02-02,4,70.58
1203,1998-02-03,1,15.49
1203,1998-02-05,2,26.48
1203,1998-02-14,2,22.98
1203,1998-02-28,8,123.92
1203,1998-03-01,3,39.47
1203,1998-03-02,3,39.97
1203,1998-03-09,1,11.49
1203,1998-03-24,2,29.98
1203,1998-04-16,2,27.37
1203,1998-04-24,3,49.4
1203,1998-04-26,2,27.37
1203,1998-05-03,2,20.98
1203,1998-05-07,3,38
1203,1998-05-18,3,45.47
1203,1998-05-26,3,38.07
1203,1998-06-06,1,12.58
1203,1998-06-26,3,43.36
1204,1997-02-14,1,14.96
1205,1997-02-14,1,34.97
1206,1997-02-14,3,26.57
1207,1997-02-14,5,58.05
1207,1997-02-16,3,46.29
1208,1997-02-15,1,44.77
1209,1997-02-15,3,67.51
121,1997-01-06,1,15.96
121,1997-01-27,1,13.77
1210,1997-02-15,2,25.74
1211,1997-02-15,2,24.73
1211,1997-10-30,3,51.97
1212,1997-02-15,5,66.85
1212,1997-11-06,4,56.96
1212,1998-03-05,3,35.47
1213,1997-02-15,3,35.31
1214,1997-02-15,1,49.99
1215,1997-02-15,1,11.77
1215,1998-02-22,2,28.56
1216,1997-02-15,7,101.11
1217,1997-02-15,2,28.98
1217,1997-03-30,1,13.97
1218,1997-02-15,1,14.37
1219,1997-02-15,1,14.37
122,1997-01-06,11,163.52
1220,1997-02-15,4,59.06
1220,1997-03-13,4,56.28
1220,1998-05-28,3,40.47
1221,1997-02-15,1,20.99
1221,1997-10-14,1,11.49
1222,1997-02-15,2,29.73
1223,1997-02-15,1,3.99
1224,1997-02-15,1,12.97
1225,1997-02-15,3,37.51
1226,1997-02-15,1,12.49
1226,1998-06-02,2,32.98
1226,1998-06-11,5,69.95
1226,1998-06-19,2,27.98
1227,1997-02-15,2,31.52
1227,1997-06-29,2,26.93
1227,1997-07-26,3,40.7
1227,1997-08-31,2,28.73
1227,1997-11-04,2,26.98
1227,1998-03-04,2,30.98
1227,1998-05-29,3,32.97
1228,1997-02-15,1,11.77
1229,1997-02-15,1,15.76
123,1997-01-06,1,24.99
1230,1997-02-16,1,15.36
1230,1997-02-21,1,11.97
1230,1997-03-14,2,25.14
1230,1997-08-16,1,33.37
1230,1997-10-03,2,25.98
1230,1997-11-13,1,9.49
1230,1998-01-09,1,18.49
1230,1998-01-29,3,27.47
1230,1998-04-29,2,24.98
1231,1997-02-16,4,52.87
1232,1997-02-16,1,14.37
1232,1997-04-08,1,12.77
1232,1997-04-29,1,15.36
1232,1997-08-28,1,5.79
1232,1997-10-21,2,26.48
1232,1997-11-28,1,12.49
1232,1998-02-21,2,25.48
1233,1997-02-16,6,86.52
1234,1997-02-16,2,29.33
1234,1997-02-24,1,15.36
1234,1997-03-26,3,43.3
1234,1997-03-29,2,28.93
1234,1997-04-03,2,37.73
1234,1997-04-20,3,40.71
1234,1997-07-10,2,25.74
1234,1997-07-19,3,54.52
1234,1997-07-27,3,54.9
1234,1997-10-19,3,38.97
1234,1998-02-22,5,75.95
1234,1998-03-01,5,98.6
1234,1998-04-04,11,109.89
1234,1998-04-08,1,65.99
1235,1997-02-16,1,14.37
1236,1997-02-16,3,34.31
1236,1997-02-22,1,11.77
1237,1997-02-16,1,24.9
1238,1997-02-16,1,15.96
1238,1998-01-02,6,81.94
1238,1998-05-09,6,82.81
1238,1998-05-10,1,16.49
1238,1998-05-22,1,27.99
1239,1997-02-16,4,62.65
1239,1997-04-06,2,36.33
1239,1997-05-19,3,46.28
124,1997-01-06,1,14.96
1240,1997-02-16,1,12.77
1241,1997-02-16,2,47.98
1241,1998-03-08,1,13.49
1242,1997-02-16,1,12.49
1242,1997-02-22,1,12.97
1242,1997-03-25,1,14.9
1242,1997-04-25,1,12.49
1242,1997-05-10,1,19.55
1242,1997-05-24,1,12.25
1242,1997-05-31,2,18.52
1242,1997-06-07,1,12.25
1242,1997-06-18,1,21
1242,1997-06-24,1,12.25
1242,1997-07-08,1,16.65
1242,1997-09-20,1,12.49
1242,1997-10-19,2,33.98
1242,1997-11-23,1,9.99
1242,1997-12-17,1,9.49
1242,1998-02-14,3,44.97
1242,1998-03-22,1,21.49
1242,1998-04-11,1,12.58
1242,1998-04-18,4,46.47
1242,1998-05-23,3,37.97
1242,1998-05-30,1,20.99
1242,1998-06-16,1,6.49
1243,1997-02-16,1,32.37
1244,1997-02-16,3,39.91
1244,1997-02-25,2,39.74
1245,1997-02-16,3,46.49
1245,1997-02-22,2,31.98
1245,1997-03-11,2,30.95
1245,1997-03-23,4,41.56
1245,1997-07-25,2,36.22
1245,1997-09-03,1,13.72
1245,1997-09-05,1,5.79
1245,1997-09-29,1,11.49
1245,1997-09-30,2,24.98
1245,1997-11-22,1,12.49
1245,1998-01-02,2,24.98
1245,1998-01-27,1,21.49
1245,1998-03-18,3,36.47
1245,1998-04-20,2,34.51
1245,1998-04-21,1,19.49
1246,1997-02-16,4,51.67
1247,1997-02-16,1,15.36
1247,1997-03-13,1,12.77
1248,1997-02-16,2,39.35
1248,1998-05-23,10,122.9
1249,1997-02-16,2,30.72
1249,1997-04-12,2,29.33
125,1997-01-06,1,10.99
125,1997-02-25,3,36.71
125,1998-02-13,1,7.49
1250,1997-02-16,2,28.76
1251,1997-02-16,1,11.77
1252,1997-02-16,3,39.91
1252,1997-04-16,5,66.04
1252,1997-05-29,5,47.1
1252,1997-07-30,2,28.34
1252,1997-10-14,3,41.47
1252,1997-11-08,3,39.47
1253,1997-02-16,3,36.31
1254,1997-02-16,1,17.97
1255,1997-02-16,1,13.97
1255,1998-01-20,3,41.97
1255,1998-04-15,1,11.49
1255,1998-05-04,4,64.35
1255,1998-06-10,3,33.95
1256,1997-02-16,2,21.76
1257,1997-02-16,1,10.77
1258,1997-02-16,3,32.92
1258,1997-04-15,10,84.96
1258,1997-05-14,7,77.01
1258,1997-05-27,7,72.2
1259,1997-02-16,4,104.72
1259,1997-03-08,3,51.73
1259,1997-10-05,4,66.96
1259,1998-01-08,6,79.44
1259,1998-02-28,4,48.94
1259,1998-03-16,3,93.97
1259,1998-03-25,5,59.45
