Id,Date,Price
70,2009-12-26,22.97
70,2010-03-17,9.49
70,2010-07-23,23.76
70,2010-08-01,37.51
70,2010-08-25,39.51
71,2005-01-02,16
71,2005-09-19,16.7
71,2006-04-24,17.76
71,2006-06-24,29.92
71,2006-11-21,34
71,2009-01-27,23.99
71,2009-03-19,29.92
71,2010-03-11,89.2
71,2010-11-26,39.97
72,2005-01-02,27.13
72,2005-07-14,22.96
72,2005-11-21,11.77
72,2005-12-04,25.49
72,2006-10-26,493.91
72,2007-11-07,24.74
72,2008-09-27,13.97
72,2009-05-06,46.08
73,2005-01-02,15.36
73,2005-04-18,11.77
73,2005-05-01,57.46
73,2005-09-08,1554.58
73,2005-10-09,37.98
73,2006-01-03,12.99
73,2006-05-09,140.93
74,2005-01-02,170.9
74,2005-11-05,35.97
74,2007-01-31,11.49
74,2008-03-28,27.98
74,2008-09-24,13.97
74,2008-12-23,34.95
74,2010-09-22,62.85
74,2010-10-10,15.36
75,2005-01-02,86.79
76,2005-01-02,111.49
76,2005-08-24,85.01
76,2006-04-19,16.49
76,2006-05-25,14.99
76,2007-07-04,106.1
76,2008-10-21,14.49
76,2009-01-28,23.54
76,2009-01-28,22.97
76,2009-02-11,27.94
76,2010-05-08,23.94
76,2010-11-19,11.97
77,2005-01-02,61.05
77,2005-06-01,44.97
77,2006-07-18,16.77
77,2006-07-26,32.37
77,2007-05-05,31.97
77,2008-03-20,14.49
77,2008-12-05,26.94
77,2009-05-04,43.97
78,2005-01-02,30.73
78,2007-07-25,15.49
79,2005-01-02,70.62
80,2005-01-02,11.77
80,2005-01-17,13.97
80,2005-04-12,11.49
81,2005-01-02,12.49
81,2005-04-27,38.97
81,2007-12-14,28.48
81,2008-03-07,21.48
81,2009-11-19,26.98
81,2010-08-28,77.24
82,2005-01-02,29.47
82,2005-01-22,26.48
83,2005-01-02,95.95
83,2007-04-02,14.96
84,2005-01-02,12.49
84,2005-01-26,10.77
84,2006-01-04,13.77
84,2006-08-06,38.07
84,2006-12-27,85.42
84,2007-12-21,29.48
84,2008-10-08,18.49
84,2009-01-15,128.13
84,2009-09-28,9.49
84,2009-11-24,9.97
84,2009-11-28,56.94
84,2010-01-17,14.37
84,2010-01-24,29.92
84,2010-02-12,18.52
84,2010-06-20,12.77
84,2010-09-12,22.98
84,2010-10-26,24.48
85,2005-01-02,12.49
85,2005-10-23,93.24
85,2006-01-23,23.94
85,2006-11-01,54.73
85,2007-06-10,28.74
85,2008-04-19,12.99
85,2008-06-16,30.48
86,2005-01-02,29.33
87,2005-01-02,24.54
87,2008-06-12,55.32
88,2005-01-02,23.98
89,2005-01-02,14.99
90,2005-01-02,69.55
90,2007-02-23,32.98
91,2005-01-02,48.46
92,2005-01-02,59.16
93,2005-01-02,14.37
93,2005-03-24,47.52
93,2005-06-28,43.48
93,2005-07-30,28.48
93,2005-10-17,65.63
93,2005-10-22,12.49
93,2005-10-23,12.99
93,2005-11-18,45.49
93,2005-11-19,29.13
93,2005-11-20,25.56
93,2005-11-27,52.63
93,2005-12-30,31.78
93,2006-01-17,28.34
93,2006-05-21,31.03
93,2006-06-12,26.73
93,2006-07-01,21.56
93,2006-09-23,14.79
93,2006-10-23,12.99
93,2006-10-28,15.49
93,2007-01-22,83.44
93,2007-01-25,7.78
93,2007-02-14,28.74
93,2007-03-25,155.8
93,2007-04-18,20.99
93,2007-05-30,26.3
93,2007-08-24,23.98
93,2007-10-02,69.45
93,2007-10-21,37.26
93,2008-01-03,7.78
93,2008-02-04,22.15
93,2008-02-18,77.42
93,2008-03-24,13.77
93,2008-06-17,12.49
93,2008-07-21,27.98
93,2008-08-18,11.88
93,2008-08-23,35.31
93,2008-09-18,63.86
93,2008-09-27,36.73
93,2008-10-16,13.97
93,2008-10-20,12.49
93,2008-11-03,48.88
93,2008-11-05,21.54
93,2008-11-14,38.7
93,2009-05-14,8
93,2009-06-26,14.37
93,2009-08-11,22.48
93,2009-11-07,27.56
93,2010-02-24,24.74
93,2010-03-28,46.47
93,2010-04-29,12.49
93,2010-08-01,12.97
93,2010-11-13,9.49
93,2010-12-13,24.99
94,2005-01-02,17.99
94,2005-02-05,14.96
95,2005-01-02,13.97
95,2005-10-04,21.47
95,2006-08-07,14.99
95,2007-10-27,11.77
95,2008-10-28,59.28
95,2009-04-12,12.77
95,2009-07-19,14.99
96,2005-01-02,47.97
96,2007-06-04,16.36
96,2008-06-15,224.28
96,2008-09-16,12.97
97,2005-01-02,24.98
98,2005-01-02,28.49
98,2005-11-07,33.14
99,2005-01-02,42.49
99,2005-06-18,2.99
99,2005-10-07,12.99
99,2006-10-03,13.99
100,2005-01-02,52.63
100,2007-04-26,42.97
100,2008-06-01,19.56
100,2008-10-25,17.9
100,2009-03-11,129.98
100,2009-05-02,14.37
100,2009-12-03,56.47
100,2009-12-04,14.96
100,2010-03-16,25.37
100,2010-06-08,11.77
101,2005-01-02,29.98
101,2005-08-14,29.96
102,2005-01-02,93.57
103,2005-01-02,4.79
103,2005-01-05,5.79
103,2005-11-20,73.02
103,2006-12-22,15.36
104,2005-01-02,7.49
104,2005-01-10,15.49
104,2005-01-27,4.79
105,2005-01-02,87.4
105,2005-06-23,11.77
105,2007-11-03,14.96
105,2009-10-07,23.76
105,2009-10-30,40.7
105,2009-12-01,31.13
105,2009-12-12,43.89
105,2010-11-25,15.49
106,2005-01-02,20.55
106,2005-11-30,29.33
106,2006-02-05,50.94
106,2006-10-13,51.96
106,2007-12-06,42.97
106,2010-05-06,10.97
107,2005-01-02,22.74
107,2005-07-22,25.16
108,2005-01-02,31.14
109,2005-01-02,51.15
109,2005-01-11,15.36
109,2005-03-30,11.77
110,2005-01-02,38.9
110,2005-10-14,27.94
110,2005-10-19,44.88
110,2005-11-24,28.48
111,2005-01-02,60.23
112,2005-01-02,28.48
112,2005-02-03,40.7
112,2005-03-23,59.74
112,2006-01-31,29.37
112,2007-04-07,13.97
112,2008-08-30,37.96
112,2010-05-06,29.27
113,2005-01-02,90.2
113,2005-03-12,14.96
113,2006-05-30,14.96
113,2006-09-09,12.99
113,2006-11-30,13.97
113,2007-04-14,58.95
113,2008-01-20,15.36
113,2009-10-12,43.94
114,2005-01-02,14.96
114,2005-09-12,26.77
114,2006-12-15,51.68
114,2007-11-23,15.49
114,2008-04-30,9.99
114,2009-11-07,42.47
115,2005-01-02,63.85
116,2005-01-02,13.49
116,2005-02-19,157.86
116,2005-05-19,33.76
117,2005-01-02,78.98
118,2005-01-02,26.48
118,2005-05-29,15.56
118,2006-01-19,11.77
118,2006-05-22,14.79
118,2006-11-26,4.79
118,2007-10-23,33.4
118,2009-01-17,25.74
118,2009-02-01,23.54
118,2009-11-27,35.31
118,2010-05-14,26.87
119,2005-01-02,35.51
120,2005-01-02,46.48
121,2005-01-02,45.88
121,2006-02-01,22.96
121,2007-06-11,57.1
122,2005-01-02,19.49
122,2005-07-03,14.96
122,2006-06-27,101.82
122,2006-08-19,31.98
122,2006-10-08,13.97
122,2007-04-04,79.94
122,2007-06-05,15.49
122,2008-09-04,23.98
122,2008-09-25,75.53
122,2009-02-04,16.31
122,2009-06-25,14.42
122,2009-10-26,14.96
122,2009-12-05,27.55
122,2010-03-25,11.49
122,2010-08-29,71.45
122,2010-10-14,19.3
123,2005-01-02,14.99
124,2005-01-02,25.74
124,2006-01-30,69.95
124,2009-06-17,101.41
124,2009-10-03,12.99
125,2005-01-02,16.79
125,2008-05-30,10.77
126,2005-01-02,44.73
127,2005-01-02,28.93
127,2005-08-18,28.99
127,2005-11-26,13.97
127,2006-04-16,27.3
127,2007-04-05,54.35
128,2005-01-02,33.72
129,2005-01-02,11.77
129,2005-01-05,10.99
130,2005-01-02,30.98
130,2005-09-16,45.68
130,2005-11-30,15.99
131,2005-01-02,26.73
131,2005-10-27,14.96
131,2005-11-15,25.98
131,2008-11-11,134.9
131,2010-05-14,24.99
132,2005-01-02,37.97
133,2005-01-02,24.47
133,2005-03-18,15.96
133,2005-07-03,12.99
133,2005-10-09,65.64
133,2006-01-13,10.77
134,2005-01-02,29.92
134,2006-02-21,15.36
134,2006-04-09,12.49
134,2007-01-03,33.96
135,2005-01-02,12.49
135,2006-10-03,19.99
135,2007-05-26,14.99
135,2007-06-15,14.87
135,2008-11-26,26.73
135,2009-03-13,95.43
135,2010-02-02,12.49
136,2005-01-02,28.93
136,2005-03-03,12.99
136,2005-11-12,11.49
136,2006-01-07,89.43
136,2006-02-02,40.97
136,2006-09-13,68.77
136,2006-10-11,14.37
136,2006-12-06,13.97
136,2007-07-24,11.77
136,2007-10-03,23.98
136,2007-10-08,13.97
136,2008-11-04,32.94
136,2008-11-06,12.25
136,2008-11-13,23.98
136,2009-02-09,34.97
136,2009-11-12,14.37
137,2005-01-02,31.8
137,2005-04-07,13.97
137,2005-08-21,63.48
137,2006-08-15,81.41
137,2006-11-05,14.49
137,2010-12-12,18.99
138,2005-01-02,98.5
138,2005-01-19,140.68
138,2005-02-18,49.91
138,2005-03-29,20.98
138,2005-10-21,14.96
138,2005-11-20,14.49
138,2005-12-16,36.33
138,2006-08-24,15.49
138,2006-09-01,41.9
138,2006-09-04,18.48
138,2006-10-28,10.98
138,2006-11-15,68.45
139,2005-01-02,37.48
139,2005-02-27,72.31
139,2006-01-26,14.79
139,2006-11-20,15.76
139,2008-11-14,12.77
139,2008-12-03,15.36
140,2005-01-02,35.97
141,2005-01-02,19.98
141,2005-02-12,49.96
141,2005-12-05,13.96
141,2006-01-27,91.73
142,2005-01-02,38.51
143,2005-01-02,9.98
143,2005-06-01,14.99
143,2005-06-04,46.28
143,2005-07-27,14.37
143,2005-07-29,39.48
143,2005-10-17,39.47
143,2006-05-14,37.54
143,2006-07-27,17.76
143,2007-09-07,25.98
143,2008-01-04,29.76
143,2008-07-20,323.68
143,2009-02-11,12.77
143,2010-06-03,151.98
143,2010-10-14,90.41
144,2005-01-02,13.97
145,2005-01-02,12.99
145,2006-10-23,27.48
145,2007-01-16,26.73
145,2007-10-10,15.36
145,2008-01-21,51.11
145,2008-02-04,13.99
145,2010-01-18,31.51
146,2005-01-02,13.97
146,2005-10-15,87.04
147,2005-01-02,8.77
147,2005-12-25,292.66
148,2005-01-02,28.47
149,2005-01-02,8.77
149,2006-09-26,19.54
149,2006-11-05,10.77
149,2007-06-20,6.49
149,2008-02-18,14.99
149,2008-05-03,13.97
149,2008-11-08,11.77
149,2009-05-11,14.37
149,2010-05-28,30.33
149,2010-07-22,15.96
149,2010-11-21,12.77
150,2005-01-02,27
150,2005-05-31,20.95
150,2005-07-09,29.16
151,2005-01-02,19.54
151,2005-04-05,32.98
151,2007-01-23,28.47
151,2007-03-02,9.49
151,2009-09-20,14.79
151,2010-03-31,62.45
151,2010-09-03,42.47
152,2005-01-02,52.54
153,2005-01-02,30.97
154,2005-01-02,77.94
154,2005-01-30,26.74
155,2005-01-02,60.84
155,2006-01-08,37.65
155,2006-12-06,12.77
155,2007-11-21,33.37
155,2008-12-12,24.48
155,2009-07-28,29.92
156,2005-01-02,15.49
156,2005-07-18,12.99
156,2008-09-16,39.93
156,2010-10-17,65.8
157,2005-01-02,26.94
157,2010-11-20,23.54
158,2005-01-02,14.96
159,2005-01-02,36.73
159,2005-11-11,50.87
159,2008-10-25,101.94
160,2005-01-02,41.68
161,2005-01-02,14.97
161,2005-10-25,14.99
161,2005-12-30,8.77
162,2005-01-02,34.9
163,2005-01-02,15.36
164,2005-01-02,28.37
164,2005-01-06,46.08
164,2005-02-26,9.77
164,2006-06-15,42.48
164,2006-06-17,151.77
164,2006-06-18,13.97
164,2006-10-16,9.49
164,2006-12-08,13.97
164,2006-12-28,33.38
164,2007-10-01,19.77
164,2007-10-16,27.98
164,2008-05-23,14.79
164,2008-07-21,15.96
164,2008-08-07,30.36
164,2008-08-22,29.99
164,2008-10-19,13.97
164,2008-12-04,12.49
164,2009-06-11,42.69
164,2009-07-19,24.94
164,2009-09-11,54.97
164,2009-10-14,66.84
164,2010-05-08,22.54
164,2010-07-29,230.3
164,2010-08-07,84.39
165,2005-01-02,131.07
166,2005-01-02,86.43
166,2006-12-07,11.49
166,2007-06-08,246.51
166,2009-01-30,48.6
166,2010-07-25,61.11
167,2005-01-02,18.75
168,2005-01-02,15.49
168,2005-06-02,21.49
169,2005-01-02,11.77
169,2007-07-09,19.99
169,2010-01-16,50.67
170,2005-01-02,43.5
170,2005-05-22,29.77
170,2005-06-03,27.13
170,2005-11-08,102.36
170,2005-11-21,43.3
170,2005-11-27,33.51
170,2006-06-09,4.79
170,2006-09-21,15.96
170,2006-10-08,14.99
170,2007-05-05,39.25
170,2007-08-08,46.88
170,2007-10-17,11.77
170,2008-11-22,13.49
170,2009-06-17,9.99
171,2005-01-02,12.77
172,2005-01-02,6.79
172,2005-02-12,13.97
172,2005-07-21,41.31
172,2005-07-24,28.49
172,2005-12-07,20.35
172,2006-05-29,93.97
173,2005-01-02,11.77
173,2005-06-18,27.33
173,2006-02-02,22.99
173,2006-11-05,43.3
173,2009-08-22,12.99
173,2009-10-15,11.58
174,2005-01-02,24.48
175,2005-01-02,120.43
176,2005-01-02,38.47
176,2006-10-01,7.98
176,2006-11-01,14.96
176,2007-10-06,42.48
176,2008-01-25,19.74
176,2008-05-15,16.99
177,2005-01-02,58.46
178,2005-01-02,13.99
178,2005-11-16,79.21
178,2006-06-18,45.47
178,2006-08-12,14.37
178,2006-11-13,38.86
178,2007-06-03,48.94
179,2005-01-02,14.37
179,2005-10-08,26.94
179,2008-10-20,10.77
180,2005-01-02,43.34
180,2006-06-15,88.18
181,2005-01-02,79.2
182,2005-01-02,64.74
183,2005-01-02,15.76
184,2005-01-02,34.74
185,2005-01-02,64.45
186,2005-01-02,9.77
187,2005-01-02,65.97
187,2005-03-05,53.29
187,2005-06-14,32.47
187,2005-08-08,27.98
187,2005-10-16,13.77
187,2006-10-18,28.7
187,2007-05-08,33.72
187,2007-12-01,12.99
187,2008-02-09,57.5
187,2010-05-28,118.23
187,2010-07-04,121.15
188,2005-01-02,74.73
188,2005-08-17,51.67
188,2007-08-05,37.71
188,2008-07-15,71.63
188,2008-12-24,92.81
188,2009-06-15,9.58
189,2005-01-02,41.47
189,2007-05-20,9.49
190,2005-01-02,11.77
190,2005-06-01,29.06
190,2005-06-13,35.48
190,2005-07-27,40.98
190,2005-08-25,53.46
190,2005-09-30,19.95
190,2005-12-16,43.13
190,2006-04-15,15.38
190,2006-04-22,35.93
190,2006-06-04,62.58
190,2007-09-01,132.67
190,2008-06-08,43.89
190,2008-06-21,59.54
190,2009-03-04,14.79
190,2009-07-14,15.36
190,2010-01-09,42.71
190,2010-05-30,30.36
191,2005-01-02,43.47
191,2005-06-23,17.7
191,2005-08-18,12.77
191,2005-09-03,12.99
191,2006-05-20,70.42
191,2006-08-14,12.25
191,2006-09-17,24.98
191,2006-10-06,43.09
191,2006-10-26,21.49
191,2006-11-12,29.33
191,2007-03-27,29.73
191,2007-08-13,12.97
191,2007-10-28,31.05
191,2008-03-04,43.69
191,2008-06-19,31.35
191,2008-08-15,9.98
191,2008-08-21,14.37
191,2009-11-30,35.47
191,2009-12-23,47.46
191,2010-04-22,29.33
191,2010-06-10,90.96
192,2005-01-02,9.97
192,2005-04-16,21.49
192,2005-05-22,13.99
192,2006-03-04,95.2
193,2005-01-02,12.49
194,2005-01-02,11.77
195,2005-01-02,29.66
195,2005-03-14,20.75
196,2005-01-02,53.98
196,2007-05-23,13.99
197,2005-01-02,55.1
197,2005-03-20,15.36
197,2007-03-06,52.98
197,2007-04-25,14.99
197,2008-10-25,38.77
197,2008-12-11,23.49
197,2010-11-16,40.53
198,2005-01-02,25.48
199,2005-01-02,66.96
199,2005-01-15,55.27
199,2005-02-03,73.62
199,2005-06-18,17.3
199,2005-06-24,26.14
199,2005-09-18,14.96
199,2005-11-27,39.47
199,2006-02-14,139.7
199,2007-03-06,105.76
199,2007-05-30,11.77
200,2005-01-02,15.99
200,2005-03-14,11.77
201,2005-01-02,77.21
201,2005-02-04,24.97
201,2005-03-29,10.49
201,2005-05-29,29.92
201,2005-06-02,35.99
201,2005-06-11,6.78
201,2005-06-14,152.89
201,2005-08-17,39.91
201,2005-08-27,26.99
201,2005-09-29,15.36
201,2005-11-24,12.97
201,2005-11-30,70.07
201,2005-12-31,59.96
201,2006-01-19,27.98
201,2006-02-10,28.49
201,2006-02-25,11.77
201,2006-06-02,53.96
201,2006-06-04,26.13
201,2006-06-10,11.77
201,2006-06-21,25.97
201,2006-10-29,52.71
201,2006-11-02,36.28
202,2005-01-02,47.41
202,2005-05-08,4.79
202,2006-01-12,17.9
202,2006-07-05,20.54
203,2005-01-02,125.69
203,2005-08-20,12.77
204,2005-01-02,21.76
204,2006-11-14,15.36
205,2005-01-02,9.49
206,2005-01-02,57.51
206,2005-06-07,13.97
206,2006-01-01,29.92
206,2006-06-12,13.99
206,2006-09-30,13.76
206,2007-02-05,38.5
206,2008-10-11,67.57
206,2009-02-17,149.92
206,2009-10-21,11.77
206,2010-03-02,35.95
206,2010-04-04,34.71
206,2010-10-28,72.99
207,2005-01-02,27.14
207,2005-03-09,14.96
207,2005-03-30,14.96
207,2005-11-17,24.48
207,2006-03-07,13.77
207,2006-10-10,16.36
207,2007-04-08,24.9
207,2007-06-25,14.96
207,2007-07-14,53.45
207,2007-10-03,25.48
207,2007-12-16,38.99
207,2008-02-06,21.49
207,2008-04-05,19.98
207,2008-06-21,0
207,2008-10-17,176.86
207,2008-10-22,10.77
207,2008-10-29,12.49
207,2008-11-15,41.11
208,2005-01-02,66.47
209,2005-01-02,25.77
209,2005-04-28,9.98
210,2005-01-02,12.99
210,2005-06-12,24.47
211,2005-01-02,16.48
211,2006-06-04,37.99
211,2006-10-23,38.97
211,2010-05-31,25.74
211,2010-11-11,92.79
212,2005-01-02,25.98
213,2005-01-02,25.74
213,2005-01-30,60.49
213,2005-02-05,79.44
213,2005-02-20,27.47
213,2005-04-20,47.97
213,2006-05-31,25.3
213,2006-09-04,12.58
213,2006-10-21,51.97
213,2007-01-01,53.96
213,2008-04-16,2.99
213,2008-06-02,13.97
213,2008-06-18,13.97
213,2008-11-02,14.96
213,2009-03-22,8.97
213,2009-07-05,11.77
213,2009-09-15,316.76
213,2009-09-20,28.74
